15-19-2019 18:19:40 root:INFO:start main process
15-25-2019 18:25:37 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017490/
15-25-2019 18:25:38 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:38 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012974/
15-25-2019 18:25:39 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:39 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5020023799487477/
15-25-2019 18:25:39 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:39 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000009656/
15-25-2019 18:25:40 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:40 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013834/
15-25-2019 18:25:41 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:41 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5020036058425633/
15-25-2019 18:25:42 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:42 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012323/
15-25-2019 18:25:43 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:43 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013920/
15-25-2019 18:25:44 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:44 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000006510/
15-25-2019 18:25:45 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:45 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017475/
15-25-2019 18:25:46 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:46 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000002231/
15-25-2019 18:25:47 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:47 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000018241/
15-25-2019 18:25:47 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:47 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000008676/
15-25-2019 18:25:48 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:48 root:INFO:start handling district: biyun
15-25-2019 18:25:50 root:INFO:district biyun , communit count:39
15-25-2019 18:25:51 root:INFO:handling directory page 1
15-25-2019 18:25:51 root:INFO:96
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015037/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015724/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018020/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000010580/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017700/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015546/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012712/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015967/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017365/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000004064/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012505/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016334/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017119/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018328/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017257/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015753/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002850/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970721292810/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970721292815/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970584454043/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000004184/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970584454044/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970508169313/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001825/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970584454049/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/509821540057416/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011063202564/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5012970721292813/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000000158/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015375/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014000/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017971/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001907/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102210184/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016471/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000003570/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5010477202844805/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000003401/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017656/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102208835/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018166/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016065/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000010454/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015278/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016887/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012699/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000007156/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000010986/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102210432/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000010071/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016303/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000008802/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017536/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012424/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015589/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017777/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014108/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016080/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012669/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001645/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000011528/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013602/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001308/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000008879/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014152/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013282/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000006255/
15-25-2019 18:25:51 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000003157/
15-25-2019 18:25:52 root:INFO:handling directory page 2
15-25-2019 18:25:52 root:INFO:56
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5017115729899700/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016002/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000004419/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012627/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017858/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016187/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015380/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002837/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000011125/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000015447/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014605/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002625/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000019275/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012583/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014811/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002142/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001265/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018065/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014238/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002303/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018013/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000005299/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5018087861040018/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014118/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102210072/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000000150/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000012737/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000008266/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013346/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000016923/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000018407/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000002802/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013441/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000000650/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013363/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001115/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5020039126252201/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017967/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013505/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000011036/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000001921/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000013699/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102207413/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000017267/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000005239/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000008512/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011000014335/
15-25-2019 18:25:52 root:INFO:Find new community: https://sh.lianjia.com/xiaoqu/5011102206797/
15-25-2019 18:25:52 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016887/
15-25-2019 18:25:53 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:53 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017656/
15-25-2019 18:25:53 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:53 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013346/
15-25-2019 18:25:54 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:54 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000000158/
15-25-2019 18:25:55 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:55 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000015724/
15-25-2019 18:25:56 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:56 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000015967/
15-25-2019 18:25:57 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:57 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012712/
15-25-2019 18:25:58 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:58 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001115/
15-25-2019 18:25:59 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-25-2019 18:25:59 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000015447/
15-26-2019 18:26:00 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:00 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011102210072/
15-26-2019 18:26:01 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:01 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000002303/
15-26-2019 18:26:03 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:03 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000011125/
15-26-2019 18:26:04 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:04 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000014108/
15-26-2019 18:26:05 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:05 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013699/
15-26-2019 18:26:06 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:06 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016303/
15-26-2019 18:26:07 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:07 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000010986/
15-26-2019 18:26:08 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:08 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017967/
15-26-2019 18:26:09 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:09 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013441/
15-26-2019 18:26:10 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:10 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000003157/
15-26-2019 18:26:10 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:10 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000014118/
15-26-2019 18:26:11 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:11 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001265/
15-26-2019 18:26:12 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:12 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017119/
15-26-2019 18:26:13 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:13 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016187/
15-26-2019 18:26:14 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:14 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016065/
15-26-2019 18:26:15 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:15 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5012970508169313/
15-26-2019 18:26:16 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:16 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017858/
15-26-2019 18:26:17 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:17 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000004419/
15-26-2019 18:26:18 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:18 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000000650/
15-26-2019 18:26:19 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:19 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000019275/
15-26-2019 18:26:20 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:20 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000004064/
15-26-2019 18:26:21 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:21 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000018166/
15-26-2019 18:26:22 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:22 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000014811/
15-26-2019 18:26:22 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:22 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000007156/
15-26-2019 18:26:23 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:23 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011102206797/
15-26-2019 18:26:24 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:24 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012699/
15-26-2019 18:26:25 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:25 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001645/
15-26-2019 18:26:26 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:26 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012583/
15-26-2019 18:26:27 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:27 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012737/
15-26-2019 18:26:28 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:28 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000004184/
15-26-2019 18:26:29 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:29 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000013602/
15-26-2019 18:26:30 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:30 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000010580/
15-26-2019 18:26:31 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:31 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000000150/
15-26-2019 18:26:32 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:32 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5020039126252201/
15-26-2019 18:26:33 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:33 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016002/
15-26-2019 18:26:33 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:34 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012627/
15-26-2019 18:26:34 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:34 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000003570/
15-26-2019 18:26:35 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:35 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012505/
15-26-2019 18:26:36 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:36 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000002625/
15-26-2019 18:26:37 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:37 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000008266/
15-26-2019 18:26:38 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:38 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5012970721292813/
15-26-2019 18:26:39 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:39 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000014238/
15-26-2019 18:26:40 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:40 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000011036/
15-26-2019 18:26:41 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:41 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001907/
15-26-2019 18:26:42 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:42 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/509821540057416/
15-26-2019 18:26:43 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:43 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000015278/
15-26-2019 18:26:44 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:44 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011102207413/
15-26-2019 18:26:45 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:45 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001825/
15-26-2019 18:26:46 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:46 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011063202564/
15-26-2019 18:26:46 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:46 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011102208835/
15-26-2019 18:26:47 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:47 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000016080/
15-26-2019 18:26:48 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:48 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000002802/
15-26-2019 18:26:49 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:49 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000008512/
15-26-2019 18:26:50 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:50 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000001921/
15-26-2019 18:26:51 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:51 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000008802/
15-26-2019 18:26:52 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:52 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000012424/
15-26-2019 18:26:53 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:53 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000006255/
15-26-2019 18:26:54 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:54 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000014605/
15-26-2019 18:26:55 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:55 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017777/
15-26-2019 18:26:56 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:56 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5012970721292810/
15-26-2019 18:26:57 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:57 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000017267/
15-26-2019 18:26:58 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:58 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011102210184/
15-26-2019 18:26:59 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-26-2019 18:26:59 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5012970584454049/
15-27-2019 18:27:00 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
15-27-2019 18:27:00 root:INFO:start handling: https://sh.lianjia.com/xiaoqu/5011000015037/
15-27-2019 18:27:00 root:INFO:Finish handing https://sh.lianjia.com/xiaoqu/
