77188,大华集团上海华宜置业有限公司,2005年建成 ,板楼,1元/平米/月,上海浦华物业管理有限公司,31栋,484户
52475,上海荣惠职业有限公司,2011年建成 ,未知类型,2元/平米/月,和记物业服务(上海)有限公司,16栋,2679户
