70649,上海宏伟房地产开发有限公司,2000年建成 ,塔楼/板楼,1.75元/平米/月,日月物业,3栋,465户
64344,上海兴盛实业发展（集团）有限公司,2005年建成 ,板楼,2.1至3.1元/平米/月,上海兴盛物业有限公司,17栋,632户
